34,30,27
35,31,28
35,31,28
35,31,28
35,31,19
37,33,21
38,34,22
37,34,27
37,34,27
36,33,26
36,33,26
36,33,26
35,32,25
35,32,25
35,32,25
36,33,26
36,33,26
35,32,25
35,31,19
36,32,20
36,32,20
37,34,27
37,34,27
37,34,27
36,33,26
36,33,26
36,33,26
35,32,25
35,32,25
36,33,26
36,33,26
36,33,26
38,34,23
37,33,22
36,32,21
39,35,24
39,35,24
38,34,23
38,34,23
37,33,22
37,33,22
37,33,22
36,32,21
38,34,23
37,33,22
37,33,22
40,36,25
38,34,23
37,33,22
39,35,24
39,35,24
38,34,23
38,34,23
37,33,22
37,33,22
37,33,22
37,33,22
38,34,23
38,34,23
37,33,22
45,41,32
45,41,32
44,40,31
43,37,25
43,37,25
42,36,24
41,35,23
40,34,22
40,34,22
39,33,21
39,33,21
44,38,26
42,36,24
39,33,21
44,40,31
44,40,31
44,40,31
42,36,24
42,36,24
41,35,23
41,35,23
40,34,22
39,33,21
39,33,21
39,33,21
44,38,26
42,36,24
39,33,21
44,39,33
44,39,33
42,37,31
41,34,24
40,33,23
40,33,23
40,33,23
40,33,23
40,33,23
39,32,22
39,32,22
44,37,27
42,35,25
39,32,22
43,38,32
42,37,31
41,36,30
39,32,22
39,32,22
39,32,22
40,33,23
40,33,23
40,33,23
40,33,23
40,33,23
44,37,27
42,35,25
40,33,23
43,38,34
41,36,32
40,35,31
39,30,23
40,31,24
40,31,24
41,32,25
42,33,26
42,33,26
43,34,27
43,34,27
44,35,28
43,34,27
42,33,26
42,37,33
40,35,31
38,33,29
39,30,23
40,31,24
41,32,25
42,33,26
43,34,27
44,35,28
45,36,29
45,36,29
44,35,28
44,35,28
43,34,27
42,37,33
39,34,31
37,32,29
39,30,25
40,31,26
41,32,27
43,34,29
44,35,30
46,37,32
47,38,33
48,39,34
44,35,30
44,35,30
43,34,29
41,36,32
39,34,31
36,31,28
40,31,26
40,31,26
42,33,28
43,34,29
45,36,31
47,38,33
48,39,34
49,40,35
44,35,30
44,35,30
44,35,30
43,38,34
41,36,33
40,35,32
42,32,33
43,33,34
44,34,35
45,35,36
45,35,34
44,34,33
43,33,31
42,32,30
39,29,27
39,29,27
40,31,26
41,36,32
39,34,31
38,33,30
42,32,33
43,33,34
45,35,36
45,35,36
45,35,34
45,35,34
43,33,31
42,32,30
42,32,30
42,32,30
42,33,28
40,35,31
38,33,29
37,32,28
43,33,34
44,34,35
45,35,36
45,35,36
45,35,34
45,35,34
44,34,32
43,33,31
45,35,33
45,35,33
44,35,30
40,35,31
39,34,30
38,33,29
44,34,35
44,34,35
45,35,36
45,35,36
45,35,34
45,35,34
44,34,32
44,34,32
44,34,32
44,34,32
44,35,30
42,37,31
41,36,30
40,35,29
43,34,35
43,34,35
43,34,35
43,34,35
43,35,33
43,35,33
43,35,32
43,35,32
40,32,29
41,33,30
41,34,28
43,38,32
42,37,31
41,36,30
43,34,35
42,33,34
42,33,34
41,32,33
41,33,31
42,34,32
42,34,31
43,35,32
39,31,28
39,31,28
40,33,27
42,38,29
40,36,27
40,36,27
42,33,34
42,33,34
40,31,32
39,30,31
39,31,29
40,32,30
42,34,31
42,34,31
40,32,29
40,32,29
40,33,27
37,32,28
37,32,28
37,32,28
37,32,28
37,32,28
37,32,28
37,32,28
34,28,28
36,30,30
37,31,31
34,28,28
36,30,30
37,31,31
31,33,22
31,33,22
33,35,24
57,39,37
48,38,37
47,37,36
47,37,36
45,35,34
43,33,32
42,32,31
40,30,29
41,31,30
41,31,30
43,33,32
42,32,31
46,36,35
52,38,38
53,39,39
52,38,38
53,39,39
52,38,37
53,39,38
44,34,33
